1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3
Cm7;Cm7;Fm7;Fm7;D%7;G7;Cm7;Cm7;Ebm7;Ab7;Db^7;Db^7;D%7;G7;Cm7;D%7;G7
I_c;I_c;IV_c;IV_c;II_c;V_c;I_c;I_c;II_Db;V_Db;I_Db;I_Db;II_c;V_c;I_c;;
I_c;;IV_c;;V_c;;I_c;;V_Db;;I_Db;;V_c;;I_c;;
I_c;;V_c;;;;I_c;;I_Db;;;;V_c;;I_c;;
I_c;;I_c;;;;;;I_G;;;;V_c;;I_c;;
I_c;;;;;;;;V_C;;;;V_c;;I_c;;
I_c;;;;;;;;V_c;;;;V_c;;I_c;;
I_c;;;;;;;;V_c;;;;;;I_c;;
I_c;;;;;;;;I_c;;;;;;;;
I_c;;;;;;;;;;;;;;;;
