1;2;2;3;4;4;5;6;7;8;9;9;10;10;11;12
1;1;3;1;1;3;1;1;1;1;1;3;1;3;1;1
Fm6;G%7;C7;Fm6;C%7;F7;Bbm7;Bbm7;Fm6;Fm6;Abm7;Db7;G%7;C7;Fm6;Fm6
I_f;II_f;V_f;I_f;II_bb;V_bb;IV_f;IV_f;I_f;I_f;II_Gb;V_Gb;II_f;V_f;I_f;I_f
I_f;V_f;;I_f;V_bb;;IV_f;;I_f;;V_Gb;;V_f;;I_f;
I_f;I_f;;;IV_f;;;;I_f;;V_C;;V_f;;I_f;
I_f;;;;I_f;;;;;;V_f;;;;I_f;
I_f;;;;I_f;;;;;;I_f;;;;;
I_f;;;;I_f;;;;;;;;;;;
I_f;;;;;;;;;;;;;;;
