1;2;2;3;4;4;5;5;6;6;7;8;8;9;10;10;11;12;12;13;13;14;14;15;16;16;17;18;18;19;20;20;21;22;22;23;24;24;25;26;26;27;28;28;29;29;30;30;31;32;32
1;1;3;1;1;3;1;3;1;3;1;1;3;1;1;3;1;1;3;1;3;1;3;1;1;3;1;1;3;1;1;3;1;1;3;1;1;3;1;1;3;1;1;3;1;3;1;3;1;;
F^7;Gm7;C7;F^7;Bbm7;Eb7;Am7;Ab7;Gm7;C7;F^7;Abm7;Db7;Gb^7;Abm7;Db7;Gb^7;Bm7;E7;Bbm7;A7;Abm7;Db7;Gb^7;Am7;D7;G^7;Gm7;C7;F^7;Fm7;Bb7;Eb^7;Abm7;Db7;Gb^7;Gm7;C7;F^7;Gm7;C7;F^7;Bbm7;Eb7;Am7;Ab7;Gm7;C7;F^7;;
I_F;II_F;V_F;I_F;II_Ab;V_Ab;II_G;V_Db;I_g;V_F;I_F;II_Gb;V_Gb;I_Gb;II_Gb;V_Gb;I_Gb;II_A;V_A;II_Ab;V_D;I_ab;V_Gb;I_Gb;II_G;V_G;I_G;II_F;V_F;I_F;II_Eb;V_Eb;I_Eb;II_Gb;V_Gb;I_Gb;II_F;V_F;I_F;II_F;V_F;I_F;II_Ab;V_Ab;II_G;V_Db;I_g;V_F;I_F;;
I_F;V_F;;I_F;V_Ab;;II_G;V_G;I_G;V_F;I_F;V_Gb;;I_Gb;V_Gb;;I_Gb;V_A;;II_Ab;V_Ab;I_Ab;V_Gb;I_Gb;V_G;;I_G;V_F;;I_F;V_Eb;;I_Eb;V_Gb;;I_Gb;V_F;;I_F;V_F;;I_F;V_Ab;;II_G;V_G;I_G;V_F;I_F;;
I_F;I_F;;;V_D;;II_G;V_G;I_G;V_F;I_F;I_Gb;;;I_Gb;;;V_Eb;;II_Ab;V_Ab;I_Ab;V_Gb;I_Gb;I_G;;;V_F;;I_F;I_Eb;;;I_Gb;;I_Gb;V_F;;I_F;I_F;;;V_D;;II_G;V_G;I_G;V_F;I_F;;
I_F;;;;I_A;;II_G;V_G;I_G;V_F;I_F;I_Gb;;;;;;I_Bb;;II_Ab;V_Ab;I_Ab;V_Gb;I_Gb;I_g;;;V_F;;I_F;V_Ab;;;I_Gb;;;V_F;;I_F;;;;I_A;;II_G;V_G;I_G;V_F;I_F;;
I_F;;;;I_a;;II_G;V_G;I_G;V_F;I_F;I_Gb;;;;;;I_Bb;;II_Ab;V_Ab;I_Ab;V_Gb;I_Gb;II_F;;;V_F;;I_F;V_F;;;V_Cb;;;V_F;;I_F;;;;I_a;;II_G;V_G;I_G;V_F;I_F;;
I_F;;;;II_G;;II_G;V_G;I_G;V_F;I_F;I_Gb;;;;;;II_Ab;;II_Ab;V_Ab;I_Ab;V_Gb;I_Gb;V_F;;;;;I_F;V_F;;;V_F;;;V_F;;I_F;;;;II_G;;II_G;V_G;I_G;V_F;I_F;;
I_F;;;;II_G;;;V_G;I_G;V_F;I_F;I_Gb;;;;;;II_Ab;;;V_Ab;I_Ab;V_Gb;I_Gb;I_F;;;;;;V_F;;;V_F;;;;;I_F;;;;II_G;;;V_G;I_G;V_F;I_F;;
I_F;;;;V_G;;;;I_G;V_F;I_F;I_Gb;;;;;;V_Ab;;;;I_Ab;V_Gb;I_Gb;I_F;;;;;;V_F;;;;;;;;I_F;;;;V_G;;;;I_G;V_F;I_F;;
I_F;;;;I_G;;;;;V_F;I_F;I_Gb;;;;;;I_Ab;;;;;V_Gb;I_Gb;(I_F,V_F);;;;;;;;;;;;;;I_F;;;;I_G;;;;;V_F;I_F;;
I_F;;;;I_g;;;;;V_F;I_F;I_Gb;;;;;;I_ab;;;;;V_Gb;I_Gb;I_F;;;;;;;;;;;;;;;;;;I_g;;;;;V_F;I_F;;
I_F;;;;II_F;;;;;V_F;I_F;I_Gb;;;;;;II_Gb;;;;;V_Gb;I_Gb;I_F;;;;;;;;;;;;;;;;;;II_F;;;;;V_F;I_F;;
I_F;;;;V_F;;;;;;I_F;I_Gb;;;;;;V_Gb;;;;;;I_Gb;I_F;;;;;;;;;;;;;;;;;;V_F;;;;;V_F;I_F;;
I_F;;;;V_F;;;;;;I_F;I_Gb;;;;;;I_Gb;;;;;;;I_F;;;;;;;;;;;;;;;;;;V_F;;;;;;I_F;;
I_F;;;;I_F;;;;;;;I_Gb;;;;;;I_Gb;;;;;;;I_F;;;;;;;;;;;;;;;;;;I_F;;;;;;;;
I_F;;;;;;;;;;;I_Gb;;;;;;;;;;;;;I_F;;;;;;;;;;;;;;;;;;;;;;;;;;
I_F;;;;;;;;;;;V_B;;;;;;;;;;;;;I_F;;;;;;;;;;;;;;;;;;;;;;;;;;
I_F;;;;;;;;;;;V_F;;;;;;;;;;;;;I_F;;;;;;;;;;;;;;;;;;;;;;;;;;
(I_F,V_F);;;;;;;;;;;;;;;;;;;;;;;;I_F;;;;;;;;;;;;;;;;;;;;;;;;;;
I_F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
