1;2;3;4;5;6;7;8;9;10;11;12
1;1;1;1;1;1;1;1;1;1;1;1
Bbm7;Bbm7;Bbm7;Bbm7;Eb7;Eb7;Bbm7;Bbm7;A7;B7;Bbm7;Bbm7
I_bb;I_bb;I_bb;I_bb;IV_bb;IV_bb;I_bb;I_bb;V_d;V_e;I_bb;I_bb
I_bb;;I_bb;;IV_bb;;I_bb;;V_b;;I_bb;
I_bb;;;;I_bb;;;;V_e;;I_bb;
I_bb;;;;I_bb;;;;V_bb;;I_bb;
I_bb;;;;I_bb;;;;I_bb;;;
I_bb;;;;I_bb;;;;;;;
I_bb;;;;;;;;;;;
