tune	length
sweepingup.csv	7
redclay.csv	11
bessiesblues.csv	12
bluesfivespot.csv	12
bluesinthecloset.csv	12
bluesphere.csv	12
cjamblues.csv	12
cousinmary.csv	12
eightyone.csv	12
equinox.csv	12
jodygrind.csv	12
jumpinwithsymphonysid.csv	12
kicker.csv	12
misterioso.csv	12
mrpc.csv	12
parkersmood.csv	12
someotherblues.csv	12
stlouisblues.csv	12
straightnochaser.csv	12
tenormadness.csv	12
ba-luebolivarba-lues-are.csv	13
bluesforwood.csv	13
chasinthetrane.csv	13
fineandmellow.csv	13
bloomdido.csv	14
interplay.csv	14
relaxinatcamarillo.csv	14
solar.csv	14
sonnymoonfortwo.csv	14
thingsaintwhattheyusedtobe.csv	14
turnaround.csv	14
bagsgroove.csv	15
barbados.csv	15
moonchild.csv	15
sandu.csv	15
billiesbounce.csv	16
birksworks.csv	16
blueingreen.csv	16
bookerswaltz.csv	16
cantaloupeisland.csv	16
contemplation.csv	16
cyclicepisode.csv	16
fridaythe13th.csv	16
ifyounevercometome.csv	16
iris.csv	16
nefertiti.csv	16
nowsthetime.csv	16
pentuphouse.csv	16
personiknew.csv	16
route66.csv	16
sorcerer.csv	16
sweetgeorgiabright.csv	16
toys.csv	16
valsehot.csv	16
walkin.csv	16
watermelonman.csv	16
waynesthang.csv	16
wewillmeetagain.csv	16
bluebossa.csv	17
coral.csv	17
israel.csv	17
mactheknife.csv	17
sugar.csv	17
whenitrains.csv	17
whenthesaintsgomarchingin.csv	17
worksong.csv	17
beatrice.csv	18
humptydumpty.csv	18
jackie-ing.csv	18
ladybird.csv	18
onthetrail.csv	18
peace.csv	18
playedtwice.csv	18
sunny.csv	18
swingingshepherdblues.csv	18
united.csv	18
cheryl.csv	19
fall.csv	19
funkallero.csv	19
sisi.csv	19
yesterdays.csv	19
afroblue.csv	20
bluedaniel.csv	20
bluesforalice.csv	20
brotherhoodofman.csv	20
deluge.csv	20
feellikemakinlove.csv	20
freighttrain.csv	20
gotamatch.csv	20
halfnelson.csv	20
leaving.csv	20
ligia.csv	20
mcjolt.csv	20
oldcountry.csv	20
onefingersnap.csv	20
preacher.csv	20
recordame.csv	20
pinocchio.csv	21
gloriasstep.csv	22
justagigolo.csv	22
littleboat.csv	22
littlebspoem.csv	22
armandosrhumba.csv	23
elgaucho.csv	23
nostalgiaintimessquare.csv	23
peewee.csv	23
summertime.csv	23
tasteofhoney.csv	23
whydontyoudoright.csv	23
adamsapple.csv	24
allblues.csv	24
bluesette.csv	24
centralparkwest.csv	24
footprints.csv	24
forjan.csv	24
fouronsix.csv	24
freddiefreeloader.csv	24
innerurge.csv	24
juju.csv	24
lightblue.csv	24
paperdoll.csv	24
serenity.csv	24
simone.csv	24
spain.csv	24
stthomas.csv	24
summerbandcamp.csv	24
ballade.csv	25
doxy.csv	25
midnightmood.csv	25
minorstrain.csv	25
smokerings.csv	25
songformyfather.csv	25
witchhunt.csv	25
afrocentric.csv	26
giantsteps.csv	26
ifyouevershouldleave.csv	26
nightdreamer.csv	26
soundforsoreears.csv	26
blacknarcissus.csv	27
booboosbirthday.csv	27
girltalk.csv	27
infanteyes.csv	27
serenadetoacuckoo.csv	27
timeremembered.csv	27
betterthananything.csv	28
likesonny.csv	28
neverwillimarry.csv	28
itsbeenalonglongtime.csv	29
miyako.csv	29
myideal.csv	29
perhaps.csv	29
childisborn.csv	30
crisscross.csv	30
questar.csv	30
stolenmoments.csv	30
vchucho.csv	30
bemshaswing.csv	31
idlemoments.csv	31
iwishiknewhowitwouldfeeltobefree.csv	31
memoriesoftomorrow.csv	31
mercymercymercy.csv	31
whenyouresmilin.csv	31
apriljoy.csv	32
avalon.csv	32
backstagesally.csv	32
brightsizelife.csv	32
byebyeblues.csv	32
downbytheriverside.csv	32
fascination.csv	32
garysnotebook.csv	32
gladtobeunhappy.csv	32
hothouse.csv	32
hungaria.csv	32
impressions.csv	32
inamellowtone.csv	32
ivefoundanewbabyv2.csv	32
killerjoe.csv	32
ladiesinmercedes.csv	32
lenniespennies.csv	32
lonnieslament.csv	32
maidenvoyage.csv	32
mirror.csv	32
move.csv	32
nandis.csv	32
onbroadway.csv	32
phasedance.csv	32
sistersadie.csv	32
sodancosamba.csv	32
somedaymyprincewillcome.csv	32
sowhat.csv	32
subconsciouslee.csv	32
sweetsue.csv	32
tuneup.csv	32
whatisthisthingcalledlove.csv	32
blue.csv	33
bossaantigua.csv	33
brightmississippi.csv	33
coolone.csv	33
fineanddandy.csv	33
geebaby.csv	33
ivegotacrushonyou.csv	33
jeanniessong.csv	33
justintune.csv	33
minormood.csv	33
nothingpersonal.csv	33
ograndeamor.csv	33
oliloquivalley.csv	33
passiondance.csv	33
unrequited.csv	33
youwontforgetme.csv	33
allofme.csv	34
autumnleaves.csv	34
bloom.csv	34
boynextdoor.csv	34
brazilianlike.csv	34
feelssogood.csv	34
groovinhigh.csv	34
ifallinlovetooeasily.csv	34
inashantyinoldshantytown.csv	34
roseroom.csv	34
serene.csv	34
shadowofyoursmile.csv	34
shine.csv	34
smile.csv	34
struttinwithsomebarbecue.csv	34
uppermanhattanmedicalgroup.csv	34
weaverofdreams.csv	34
zoltan.csv	34
502blues.csv	35
alexandersragtimeband.csv	35
allalone.csv	35
allofasuddenmyheartsings.csv	35
beyondthebluehorizon.csv	35
billbailey.csv	35
bluelou.csv	35
broadway.csv	35
chicken.csv	35
dearlybeloved.csv	35
esp.csv	35
goodlife.csv	35
howinsensitive.csv	35
illseeyouinmydreams.csv	35
iloveparis.csv	35
iloveyou.csv	35
inalittlespanishtown.csv	35
intheweesmallhoursofthemorning.csv	35
limehouseblues.csv	35
littlewaltz.csv	35
lookforthesilverlining.csv	35
mimi.csv	35
mymelancholybaby.csv	35
nuages.csv	35
outofnowhere.csv	35
remember.csv	35
sonice.csv	35
stellabystarlight.csv	35
themthereeyes.csv	35
timeonmyhands.csv	35
whydoiloveyou.csv	35
zingaro.csv	35
baubles.csv	36
beautifullove.csv	36
candy.csv	36
dancinginthedark.csv	36
daybyday.csv	36
donnalee.csv	36
fineromance.csv	36
funkindeepfreeze.csv	36
greenchimneys.csv	36
hackensack.csv	36
icantbelieveyoureinlove.csv	36
icantgiveyouanythingbutlove.csv	36
illclosemyeyes.csv	36
jerseybounce.csv	36
justfriends.csv	36
justintime.csv	36
littletear.csv	36
lonesomeroad.csv	36
onaslowboattochina.csv	36
shinystockings.csv	36
strikeuptheband.csv	36
taketheatrain.csv	36
thiscantbelove.csv	36
thisidigofyou.csv	36
tonight.csv	36
uglybeauty.csv	36
wellyouneednt.csv	36
yousteppedoutofadream.csv	36
acrossthevalleyfromthealamo.csv	37
allofyou.csv	37
beautifulfriendship.csv	37
bestthingsinlifearefree.csv	37
