1;1;2;2;3;3;4;4;5;6;7;7;8;8;8;8;9;9;10;10;11;11;12;12;13;14;15;15;16;17;17;18;18;19;19;20;21;21;22;22;23;23;24;25;25;26;26;27;27;28;28;29;30;31;31;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0
F^7;Dm7;Gm7;D7;Gm7;C7;F^7;A7;Dm7;G7;Gm7;C7;Am7;Ab7;Gm7;C7;F^7;Dm7;Gm7;D7;Gm7;C7;F^7;A7;Dm7;G7;Gm7;C7;F6;Cm7;F7;Bb6;G7;Cm7;F7;Bb^7;Bbm7;Eb7;Ab6;Ao7;Bbm7;Bo7;C7;F^7;Dm7;Gm7;D7;Gm7;C7;F^7;A7;Dm7;G7;Gm7;C7;F6
