1;2;3;4;5;5;6;6;7;7;8;8;9;10;11;12;13;13;14;14;15;15;16;17;17;18;18;19;19;20;21;22;22;23;23;24;25;26;27;28;29;29;30;30;31;31;32
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
F^7;Fo7;Gm7;C7;Gm7;C7;Gm7;C7;F^7;Fo7;Gm7;C7;F^7;Fo7;Gm7;C7;Gm7;C7;Gm7;C7;F^7;Bb7;F^7;Gm7;F#o7;Gm7;C7;F^7;A7;Dm7;G7;Dm7;G7;C7;Gm7;C7;F^7;Fo7;Gm7;C7;Gm7;C7;Gm7;C7;F^7;Eb7;F^7
