1;1;2;2;3;3;4;4;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;14;14;15;15;16;17;18;19;20;21;21;22;22;23;23;24;24;24;24;25;25;26;26;27;27;28;28;29;30;30;31;31;32;33;34;34;35;35;36
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0
F^;Am;Bb^;Am;Gm7;F^;A7;Dm;Db^;Gm7;C7;F^;F+;Bb^7;C7;F^;Am;Bb^;Am;Gm7;F^;A7;Dm;Db^;Gm7;C7;F^;Bb^;F^;C7;F^;C7;F^;Dm;C^;Dm;C^;Dm;F#o7;Gm7;F#o7;Gm7;C7;F^;Am;Bb^;Am;Gm7;F^;A7;Dm;Db^;Gm7;C7;F^;A%7;D7;Gm7;Gm7;C7;F^;Bb6;F^
