1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
G^7;G^7;C7;C7;Bm7;Bm7;E7;E7;C#7;C#7;F#m^7;F#m^7;D#%7;D#%7;G#7;G#7;Db^7;Db^7;Gb7;Gb7;Fm7;Fm7;Bb7;Bb7;G7;G7;Cm^7;Cm^7;A%7;A%7;D7;D7
