1;1;2;2;3;4;5;6;6;7;8;8;9;9;10;10;11;12;13;14;14;15;16;17;18;19;20;20;21;22;23;24;24;25;25;26;26;27;28;29;30;30;31;32;33;33;34;34;35;36;37;38;38;39;40;40;41;41;42;42;43;44;45;46;46;47;48;49;50;51;52;52;53;54;55;56;56;57;57;58;58;59;60;61;62;62;62;63;64;65;66;67;68;69;70;71;72
1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Am7;D7;Cm7;F7;Fm7;Bb7;Eb^7;Am7;D7;G^7;Abm7;Db7;Am7;D7;Cm7;F7;Fm7;Bb7;Eb^7;Am7;D7;G^7;G^7;Bm7;E7;A^7;Bbm7;Eb7;Am7;D7;G^7;Abm7;Db7;Am7;D7;Cm7;F7;Fm7;Bb7;Eb^7;Am7;D7;G^7;G^7;Am7;D7;Cm7;F7;Fm7;Bb7;Eb^7;Am7;D7;G^7;Abm7;Db7;Am7;D7;Cm7;F7;Fm7;Bb7;Eb^7;Am7;D7;G^7;G^7;Bm7;E7;A^7;Bbm7;Eb7;Am7;D7;G^7;Abm7;Db7;Am7;D7;Cm7;F7;Fm7;Bb7;Eb^7;Am7;D7;F7;Eb7;Am7;D7;G^7;C7;F^7;Bb7;Eb7;Ab^7;Db7
