1;2;3;4;5;5;6;6;6;7;7;8;8;9;9;10;10;11;12;13;14;15;16;17;17;18;18;18;19;19;20;20;21;21;22;22;23;24;25;26;27;28;29;30;31;32;33;34;34;35;36
1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0
Cm7;G7;Cm7;F7;Fm7;Bb7;Ab7;Db7;Eb^7;Db^7;D%7;G7;Cm7;D%7;G7;Cm7;A%7;D%7;G7;Cm7;G7;Cm7;F7;Fm7;Bb7;Ab7;Db7;Eb^7;Db^7;D%7;G7;Cm7;D%7;G7;Cm7;A%7;D%7;G7;Cm7;A%7;Ab7;Cm7;Fm7;Db7;D%7;G7;Ab^7;D%7;G7;Cm6;Cm6
