1;2;3;4;5;6;7;8;9;10;10;11;12;12
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0
Cm^7;Cm^7;Gm7;C7;F^7;F^7;Fm7;Bb7;Eb^7;Ebm7;Ab7;Db^7;D%7;G7
