1;1;2;2;3;3;4;4;5;6;6;7;8;9;9;9;9;10;11;12;13;14;14;15;15;16;17;18;19;19;20;20;21;22;22;23;23;24;25;25;26;26;27;27;28
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Eb^7;Eo7;Fm7;Bb7;Eb^7;Eo7;Fm7;Bb7;Eb6;Eb6;C7;F7;Bb7;Bb^;G7;C7;F7;Bb6;F7;Bb7;Fm7;Bb7;Bb7;Eb6;G7;C7;F7;Bb7;Eb6;C7;F7;Bb7;Fm7;Bb7;Bb7;Eb6;G7;C7;Ab6;Ao7;Eb6;C7;F7;Bb7;Eb6
