1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C7;Bb7;Bb7;Bb7;Bb7;Bb7;Bb7;Bb7;C7;Bb7;Bb7;Bb7;Bb7;Bb7;Bb7;Bb7;E%7;A7;Ebm7;Ab7;A7;Ab7;Em7;A7;C7;Bb7;Bb7;Bb7;Bb7;Bb7;Bb7;Bb7
