1;2;3;4;5;6;7;8;9;10;10;11;12;12;13;14;15;15;15;16;16;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;2.5;1.0;1.0;1.0;2.0;3.0;1.0;2.0;3.0
Gb^7;Fm7;Gb^7;Fm7;Ebm7;Db^7;Ebm7;C7;Fm7;F#m7;B7;E^7;Fm7;Bb7;Eb^7;Db7;C7;C7;C7;Fm7;Fm;Fm
