1;2;3;4;4;5;6;6;7;7;8;9;10;10;11;12;13;14;14;15;16;16;17;17;18;19;20;20;21;22;23;24;24;25;26;26;27;28;29;29;30;30;31;31;32;32;33;34;34;35;36;37;38;39;40
1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
Bb^7;Fsus;Bb^7;Dm7;G7;Cm7;Dm7;Gm7;Cm7;Fsus;Bbo7;Fsus;F7;F7;Bb^7;Fsus;Bb^7;Dm7;G7;Cm7;Dm7;Gm7;Cm7;Fsus;Bbo7;Am7;Bbm;C7;Am7;Csus;Am7;Bbm;C7;Fsus;F6;F7;Bb^7;Fsus;E%7;Eb7;Dm7;Gm7;E%7;Eb7;Dm7;Gm7;C7;Cm7;Fsus;Bbo7;Fsus;Bo7;Cm;Bo7;Bb^7
