1;2;3;4;4;5;6;7;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;22;23;24;25;26;27;28;29;30
1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;Gm;C7;C7;C7;C7;Gm;Gm;Gm;F7;E7;Eb7;Eb7;D7;D7;Gm;Gm;Gm;Gm
