1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C7;C7;Bb7;Bb7;C7;C7;Bb7;Bb7;Eb7;Eb7;Eb7;Eb7;D7;Db7;C7;C7
