1;2;2;3;3;4;5;6;7;8;9;9;10;10;11;11;12;13;14;15;16;16;17;18;19;20;21;21;22;23
1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0
Bb^7;Bbo7;Bb^7;Bbo7;Bb^7;Eb^7;Bb^7;Cb^;Ebm6;Bb^7;Am7;D7;Gm7;F#^7;E%7;Am7;C#^;Ab^7;Gsus;E^;B^;Gsus;Gsus;Ab^7;Ab^7;Bb^7;Am7;Ab^7;Gsus;Gsus
