1;2;3;4;4;5;6;7;8;9;10;10;11;11;12;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;30;31;32;33;34;34;35;36;37;38;38;39;40;41;41;42;42;43;43;44;44;45;45;46;46;47;48
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
Em7;Em7;E%7;E%7;Eb7;D^7;D^7;Bb^7;Bb^7;F7;F7;F7;Bb^7;Abm7;Gb^7;F7;Bb%7;Bb%7;Eb7;Eb7;Abm7;Abm7;Bb7;E^7;Eb^7;Gb^7;F^7;Ab^7;C^7;Eb^7;Dbm^7;Dbm^7;A7;D^7;D^7;Bb^7;Bb^7;F7;F7;F7;Bb^7;Bb^7;Em7;A7;Bbo7;Bm7;E7;Em7;F#m7;Fm7;Bb7;Eb^7;Dm7;Cm7;F7;Em7;F#m7;G^7;A7;Eb^7;Eb^7
