1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;44;45;45;46;46;47;48;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Fm;Fm;G%7;C7;Fm;Fm;Bbm7;Bbm7;Eb7;Eb7;Ab^7;Ab7;Db^7;G7;G%7;C7;Fm;Fm;G%7;C7;Fm;Fm;Bbm7;Bbm7;Eb7;Eb7;Dbm7;Gb7;Bbm7;Eb7;Ab6;Ab7;Db^7;Eb7;Ab^7;Ab^7;Bbm7;Eb7;Ab^7;Ab^7;Bbm7;Eb7;Ab^7;G%7;C7;Fm;Fm7;D%7;G7;C^7;C7;Fm;Fm;G%7;C7;Fm;Fm;Bbm7;Bbm7;Eb7;Eb7;C%7;F7;Bbm7;Dbm6;Cm7;F7;Bm7;E7;Bbm7;Eb7;Ab6;Ab6;G%7;C7
