1;2;3;3;4;5;6;7;8;9;10;11;12;13;14;15;15;16;17;17;18;19;19;20;20;21;21;22;23;24;25;26;27;28;29;29;30;31;31;32;32
1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0
Ab^7;Bb7;Ebm7;Eb7;Ab^7;Ab^7;Bb7;E7;Eb7;Ab^7;Ab7;Db6;Gb7;Ab^7;Bb7;Ebm7;Eb7;Ab^7;Ab^7;F7;Bb7;Bbm7;Eb7;Ab^7;Eb7;Ab^7;F7;Bb7;E7;Eb7;Ab^7;Ab7;Db6;Gb7;Ab^7;F7;Bb7;Bbm7;Eb7;Ab6;Eb7
