1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
G6;G6;Ab6;Ab6;G6;G6;E7;E7;A7;A7;D7;D7;G^;Bbo7;Am7;D7;G6;G6;Ab6;Ab6;G6;G6;E7;E7;Am7;Cm6;G^;Bbo7;Am7;D7;G6;G6
