1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;11;12;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;25;26;26;27;27;28;28;29;30;31;31;32;32;33;33;34;34;35;36;36;37;37;38;38;39;39;40;40;41;41;42;42;43;43;44;44;45;45;46;46;47;47;48
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
F6;Dm7;Gm7;C7;F6;Dm7;Gm7;C7;F6;A7;Dm7;C7;F6;Dm7;Bb6;D7;Gm7;C7;Dm7;G7;C7;F6;Dm7;Gm7;C7;F6;Dm7;Gm7;C7;F6;A7;Dm7;C7;F6;Dm7;Bb6;D7;Gm7;C7;Dm7;Bb7;Gm7;C7;F6;E7;A6;F#m7;Bm7;E7;A6;F#m7;Bm7;E7;A6;G7;C6;Am7;Dm7;G7;C6;Am7;Dm7;G7;C6;Gm7;C7;F6;Dm7;Gm7;C7;F6;Dm7;Gm7;C7;F6;A7;Dm7;C7;F6;Dm7;Bb6;D7;Gm7;C7;Dm7;Bb7;Gm7;C7;F6
