1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;70;71;72
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0
C^7;Dm7;Em7;Dm7;C^7;C#o7;Dm7;G7;D%7;G7;Eb^7;G7;Dm7;G7;C6;G7;C^7;Dm7;Em7;Dm7;C^7;C#o7;Dm7;G7;D%7;G7;Eb^7;G7;Dm7;G7;C6;C7;F6;Gm7;Am7;Gm7;F^7;Gm7;F^7;F^7;B%7;E7;Am7;D7;Dm7;A7;Dm7;G7;C^7;Dm7;Em7;Dm7;C^7;C#o7;Dm7;G7;D%7;G7;Eb^7;G7;Dm7;G7;Gm7;C7;F6;Fm7;E7;A7;Dm7;Ab7;G7;C6;C6
