1;1;2;2;2;2;2;2;3;3;4;4;4;4;5;5;6;6;6;6;7;7;8;9;9;10;10;11;11;11;11;11;11;12;12;13;13;13;13;14;14;15;15;15;15;16;16;17;17;18;19;19;20;21;21;22;22;22;23;23;24;25;25;26;26;27;27;27;27;27;27;28;28;29;29;29;29;30;30;31;31;31;31;32;32;33;33;34;34;34;34;34;34;35;35;36;36;36;36;37;37;38;38;38;38;39;39;40;41;41;42;42;43;43;43;43;43;43;44;44;45;45;45;45;46;46;47;47;47;47;48;48;49;49;50;51;51;52;53;53;54;54;54;55;55;56;57;57;58;58;59;59;59;59;59;59;60;60;61;61;61;61;62;62;63;63;63;63;64;64;64;64;64;65;66;67
1.0;3.0;1.0;2.5;3.0;3.5;4.0;4.5;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;2.5;3.0;3.5;4.0;4.5;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;2.5;3.0;3.5;4.0;4.5;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;2.5;3.0;3.5;4.0;4.5;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;2.5;3.0;3.5;4.0;4.5;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;2.5;3.0;3.5;4.0;4.5;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;5.0;7.0;8.0;1.0;1.0;1.0
Fm;Bb7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Gm7;C7;F^7;F^7;F^7;F^7;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;Ab^7;Bbm7;E7;Bm7;Bb7;Bb7;Fm;Bb7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Gm7;C7;F^7;F^7;F^7;F^7;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;Ab^7;Bbm7;E7;Bm7;Bb7;A^7;Bm7;E7;A6;Bb6;Bo7;Cm7;Cm^7;Cm7;Cm^7;Dm7;Ebm7;Ab7;Eb7;Fm;Bb7;Eb^7;Fm7;F#m7;Gm7;Ab6;A6;Gm7;C7;F^7;F^7;F^7;F^7;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;Ab^7;Bbm7;E7;Fm;Bb7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Gm7;C7;F^7;F^7;F^7;F^7;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;Ab^7;Bbm7;E7;Bm7;Bb7;Bb7;Fm;Bb7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Gm7;C7;F^7;F^7;F^7;F^7;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;Ab^7;Bbm7;E7;Bm7;Bb7;A^7;Bm7;E7;A6;Bb6;Bo7;Cm7;Cm^7;Cm7;Cm^7;Dm7;Ebm7;Ab7;Eb7;Fm;Bb7;Eb^7;Fm7;F#m7;Gm7;Ab6;A6;Gm7;C7;F^7;F^7;F^7;F^7;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;Ab^7;Bbm7;E7;Gb6;B7;Bb7;A7;Ab7;Db6
