1;2;3;4;5;5;5;6;7;7;8;8;9;10;11;12;13;13;13;14;15;15;16;16;16;17;18;19;20;21;21;22;22;23;23;24;24;25;26;27;28;29;29;29;30;30;31;31;32;32
1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
G^7;C^7;G^7;G7;C7;C7;A7;D7;G6;F^7;Eb^7;D7;G^7;C^7;G^7;G7;C7;C7;A7;D7;G6;F^7;Eb^;D7;G7;C7;G^7;C7;G^7;F#%7;B7;Em7;G#o7;Am7;A7;Dsus;D7;G^7;C^7;G^7;G7;C7;C7;A7;Dsus;D7;G6;F7;G6;Dsus
