1;2;3;4;4;5;6;7;7;8;8;9;9;10;11;12;13;14;14;15;16;17;18;18;19;20;21;21;22;22;23;23;24;25;26;27;28;29;30;31;32;33;34;35;35;36;36;37;38;39;40;41;42;43;44
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Absus;Ab7;Abm7;Db7;Db7;Gb^7;B7;Fm;Db^;Fm6;Fm7;Fm^7;Fm7;Bb7;Absus;Ab7;Db6;Bbsus;Bb7;Absus;Ab7;Abm7;Db7;Db7;Gb^7;B7;Fm;Db^;Fm6;Fm7;Fm^7;Fm7;Bb7;Absus;Ab7;Db6;Gb^7;Gm7;Gb7;Fm7;Bb7;Ebm7;Ab7;F7;F7;Bbsus;Bb7;Absus;Ab7;Fm;Bb7;Ebm;Ab7;Db6;Db6
