1;1;2;2;2;3;3;4;4;4;5;5;6;6;7;7;7;8;8;8;9;9;10;10;10;11;11;12;12;12;13;13;14;14;15;15;15;16;16;16;17;17;18;18;19;19;20;20;21;21;21;22;22;22;23;23;23;23;24;24;24;25;25;26;26;26;27;27;28;28;28;29;29;30;30;31;31;31;32;32;32
1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;2.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;2.0;3.0
C^7;F^7;Em7;Am7;B7;Em7;Am7;Dm7;Fm7;Bb7;Eb^7;Db^7;Cm7;Bm7;Bbm7;Eb7;Ab^7;D7;Db7;C^7;C^7;F^7;Em7;Am7;B7;Em7;Am7;Dm7;Fm7;Bb7;Eb^7;Db^7;Cm7;Bm7;Bbm7;Eb7;Ab^7;D7;Db7;C^7;F^7;E7;D7;C^7;Bbm7;Ab^7;G7;Fm7;D%7;G7;Cm7;C%7;F7;Bbm7;Ab^;Bbm7;Ab6;G%7;Fm7;Ebsus;Db7;C^7;F^7;Em7;Am7;B7;Em7;Am7;Dm7;Fm7;Bb7;Eb^7;Db^7;Cm7;Bm7;Bbm7;Eb7;Ab^7;D7;Db7;C^7
