1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;47;48;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Dm6;Dm6;E%7;A7;F7;F7;B%7;Bbm6;Am7;Ab7;Gm7;C7;F6;D7;Gm7;Gm7;E%7;A7;Dm6;Dm6;E%7;A7;F7;F7;B%7;Bbm6;Am7;Ab7;Gm7;C7;F6;F6;Fm7;Bb7;Eb6;Eo7;Fm7;Bb7;Eb6;Eb6;Dm7;G7;C6;Am7;F#%7;Fm6;Em7;Eb7;Gm7;C7;E%7;A7;Dm6;Dm6;E%7;A7;F7;F7;B%7;Bbm6;Am7;Ab7;Gm7;C7;F6;F6;E%7;A7
