1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;11;11;12;12;13;13;13;13;13;14;14;15;15;16;16
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;5.0;6.0;1.0;3.0;1.0;3.0;1.0;3.0
Fm7;Bb7;Eb^7;Ab^7;D%7;G7;Cm;A7;D%7;G7;Cm7;Cm7;A%7;D7;D%7;G7;A%7;D7;G7;G%7;C7;Fm7;C7;Fm7;Abm7;Db7;Abm7;Db7;G7;C7;Fm7;Bb7;Eb6;C7
