1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35;36;37;38;39;40;41;42;42;43;44;45;45;46;46;47;47;48;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Eb^7;Eb^7;Bbm7;Bbm7;Eb^7;Eb^7;Bbm7;Bbm7;Ebm7;Ab7;Db^7;Gb7;C%7;F7;Bbm6;Eb^7;Eb^7;Bbm7;Bbm7;Eb^7;Eb^7;Bbm7;Bbm7;Ebm7;Ab7;Db^7;Gb7;C%7;F7;Bbm6;Ebm7;Ab7;Db^7;Bb7;Ebm7;Ab7;Db^7;Db^7;Bb7;B7;Bb7;Ebm6;Ebm6;G%7;C7;G%7;C7;F#m7;B7;F%7;Bb7;Eb^7;Eb^7;Bbm7;Bbm7;Eb^7;Eb^7;Bbm7;Bbm7;Ebm7;Ab7;Db^7;Gb7;C%7;F7;Bbm6
