1;1;2;2;3;3;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;11;11;12;12;13;13;14;14;15;15;16;16;16;17;17;18;19;19;20;20;21;21;22;22;23;23;24;24
1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Eb^7;Bbsus;Eb^7;Bbsus;Eb7;Ab7;Gm7;C7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Eb6;Bb7;Eb^7;Bbsus;Eb^7;Bbsus;Eb7;Ab7;Gm7;C7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Eb6;D%7;G7;Cm7;F7;Bb^7;Bbm7;Eb7;Ab^7;Db7;Eb^7;Bbsus;G%7;C7;Fm7;Bb7;Eb6;Bb7
