1;2;3;4;5;6;7;8;9;10;11;12;13;14;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0
F^;F^;F^;F^;F^;F^;C7;C7;F^;F7;Bb^;Bbm;F^;G7;C7;F^;C7
