1;1;2;2;3;3;4;4;5;5;5;5;6;6;7;7;7;8;8;8;9;9;10;10;11;11;12;12;13;13;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;22;23;24;24;25;25;26;26;27;27;28;28;29;29;29;30;30;31;31;31;32;32;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;4.0
C^7;G7;E%7;A7;Dm7;D%7;Ab7;G7;C7;B7;Bb7;Bb7;Eb6;Eb^7;Eb7;D7;Co7;Bb6;D7;G7;C^7;G7;E%7;A7;Dm7;D%7;Ab7;G7;C7;B7;Bb7;Bb7;Eb6;Gm7;Fm7;Bb7;Eb7;D7;Bm7;Bbm7;Am7;D7;Bm7;Bbo7;Am7;D7;Em7;A7;D^7;C7;B7;Bb7;D7;G7;C^7;G7;E%7;A7;Dm7;D%7;Ab7;G7;C7;B7;Bb7;A%7;Ab7;C6;D7;G7;C6;Dm7;G7
