1;2;3;3;4;4;5;5;6;6;7;7;8;8;9;10;11;11;12;13;13;14;15;16;16;17;18;18;19;20;20;20;21;22;23;23;24;24;25;25;26;26;27;27;28;28;29;30;31;31;32;33;33;34;35;36;36;37;38;38;39;40;40;40;41;42;43;43;44;44;45;45;46;46;47;47;48;48;49;50;51;51;52;53;53;54;55;56;56;57;58;58;59;60;60;60;61;62;63;63;64;64;65;65;66;66;67;67;68;68;69;70;71;71;72;72;72;73;73;74;74;75;75;76;77;77;78;79;79;80;80;81;81;82;82;83;83;84;85;86;87
1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0
Bb^7;F7;Bb^;D%7;Eb^7;Ebm6;Gm7;Gm7;E%7;Eb7;Bb^;Ab7;Db^7;F7;Bb^7;F7;Bb^;Gm7;A7;Bm7;Bm7;G7;D^7;G#%7;C#7;F#6;B7;C#7;F#^7;F#m7;C7;F7;Bb^7;F7;Bb^;D%7;Eb^7;Ebm6;Gm7;Gm7;E%7;Eb7;Bb^;Ab7;Db^7;F7;Bb^7;F7;Bb^;Gm7;A7;Bm7;Bm7;G7;D^7;G#%7;C#7;F#6;B7;C#7;F#^7;F#m7;C7;F7;Bb^7;F7;Bb^;D%7;Eb^7;Ebm6;Gm7;Gm7;E%7;Eb7;Bb^;Ab7;Db^7;F7;Bb^7;F7;Bb^;Gm7;A7;Bm7;Bm7;G7;D^7;G#%7;C#7;F#6;B7;C#7;F#^7;F#m7;C7;F7;Bb^7;F7;Bb^;D%7;Eb^7;Ebm6;Gm7;Gm7;E%7;Eb7;Bb^;Ab7;Db^7;F7;Bb^7;F7;Bb^;Gm7;A7;D^;A7;D7;A7;Bm6;F#7;Bm7;Bb7;D^7;D^7;G%7;D6;D6;G%7;D6;D7;G^7;Em7;D^7;D7;G^7;Em7;D^7;A7;Dm7;Dm7
