1;2;3;4;4;5;6;7;8;9;10;11;12;12;13;14;15;16;16;17;18;19;20;20;21;22;23;24;25;26;27;27;28;28;29;30;31;32;32
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0
C^7;F#%7;C^7;F#%7;B7;E%7;A7;E%7;A7;Dm7;G7;C^7;F#%7;B7;Em7;A7;D7;Dm7;G7;C^7;F#%7;C^7;F#%7;B7;E%7;A7;E%7;A7;Dm7;G7;C^7;F7;E7;Am7;Dm7;G7;C6;Dm7;G7
