1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;40;41;42;43;44;45;46;47;48;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;80;81;82;83;84;85;86
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
Bbm^7;Bbm^7;Abm^7;Abm^7;Bbm^7;Bbm^7;Abm7;Db7;Abm7;Db7;Gb^7;C7;F7;F7;Bbm^7;Bbm^7;Bbm^7;Bbm^7;Abm^7;Abm^7;Bbm^7;Bbm^7;Abm7;Db7;Abm7;Db7;Gb^7;C7;F7;F7;Bbm^7;Bbm^7;Absus;Absus;F%7;Bb7;Eb7;Ab7;Db^7;Em7;A7;Absus;Absus;F%7;Bb7;Eb7;Ab7;Db^7;C%7;F7;Bbm^7;Bbm^7;Abm^7;Abm^7;Bbm^7;Bbm^7;Abm7;Db7;Abm7;Db7;Gb^7;C7;F7;F7;Bbm^7;Bbm^7;Bbm^7;Bbm^7;Abm^7;Abm^7;Bbm^7;Bbm^7;Abm7;Db7;Abm7;Db7;Gb^7;C7;F7;F7;Bbm^7;Bbm^7;Bbm^7;Abm^7;Gb7;C7;F7;F7;Bbm^7
