1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;12;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;26;26;27;28;29;29;30;30;31;31;32;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
F^7;Gm7;Am7;Bb^7;Am7;Abo7;Gm7;C7;F^7;Gm7;Am7;Gm7;F^7;Dm7;Gm7;C7;F^7;Gm7;Am7;Bb^7;Bm7;E7;A^7;F#m7;Bm7;E7;A^7;D7;Gm7;C7;F^7;Gm7;Am7;Bb^7;Am7;Abo7;Gm7;C7;F^7;Gm7;Am7;Gm7;F^7;Dm7;Gm7;C7;F^7;Cm7;F7;Bb^7;Bbm6;F^7;Gm7;Am7;D7;G7;Gb^7;F^7;Csus
