1;2;2;3;4;4;5;5;6;7;7;8;9;10;10;11;12;13;13;14;14;15;15;16;16;17;17;18;19;19;20;21;22;22;23;24;25;26;26;27;28
1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0
C^7;Dm7;G7;C^7;Dm7;G7;Am7;D7;G7;Am7;D7;G7;C^7;Dm7;G7;C^7;C7;F^7;G7;C^7;A7;Dm7;G7;C^7;C7;B%7;E7;Am7;Am7;D7;G7;C^7;Dm7;G7;E%7;A7;Dm7;Dm7;G7;C^7;C^7
