1;2;3;4;5;6;7;7;8;8;9;10;11;12;12;13;14;14;15;15;16;16;17;17;18;18;19;20;20;21;22;23;24;25;25;26;27;28
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0
Fm;C7;Fm7;D%7;Bbm7;F7;Bbm7;G%7;Csus;C7;F^7;Bbm6;F^7;Cm7;F7;Bb^7;B%7;E7;A^7;E7;A^7;Eb7;Ab^7;Eb7;Ab^7;D7;G^7;G%7;C7;F^7;Bbm6;F^7;Bbm6;Fm7;Fo7;Csus;Fm;Fm
