1;2;3;3;4;4;5;6;7;7;8;8;9;10;11;12;13;14;15;16;16;17;18;19;19;20;20;21;22;23;23;24;24;25;26;27;28;29;30;31;31;32;32
1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
Gm7;C7;F^7;Gm7;Am7;Abo7;Gm7;C7;F^7;Gm7;Am7;Bb^7;Bbm7;Eb7;Ab^7;Ab^7;Abm7;Db7;Gb^7;Gm7;Abo7;Gm7;C7;F^7;Gm7;Am7;Abo7;Gm7;C7;F^7;Gm7;Am7;Bb^7;B%7;Bbm7;Am7;Abo7;Gm7;C7;F^7;Bb7;Am7;Abo7
