1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;12;12;13;14;14;15;15;16;16;17;17;18;19;20;21;21;22;23;23;24;24;25;26;26;27;28;28;29;30;30;31;31;32;33;33;34;34;35;35;36;36;37;37;38;39;39;40;40
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0
B%7;E7;Am;A7;Dm7;G7;C^7;Am7;Fm7;Bb7;Eb^7;Cm7;Am7;D7;G^7;Em7;C#m7;F#7;B^7;G#m7;C#m7;Bb%7;Eb7;Abm7;F%7;Bb7;Ebm7;Ebm7;B^7;Ebm7;Asus;A7;D^7;Asus;D^7;Gsus;G7;C^7;Gsus;G7;C^7;C7;B7;Em7;Bb7;A7;Dm7;Ab7;G7;Cm7;Eb7;Ab^7;C7;Fm;D%7;G7;Cm7;Ebsus;Ab^7;G7;C^7;F#7;B%7;E7;Am;Absus;Ab7;C#m7;F#7
