1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;17;18;19;20;21;22;23;24
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Db^7;Eb%7;Db^7;Eb%7;Db^7;Eb%7;Db^7;G7;Gb^7;C7;Fm7;Bbm7;Ebm7;Ebm7;Abm7;Abm7;G7;Gb^7;C7;Fm7;Bb7;Ebm7;Ab7;Db^7;Eb%7
