1;1;2;2;3;3;4;4;5;6;7;8;8;8;9;9;10;10;11;11;12;12;13;13;14;14;14;15;15;16;16;17;17;18;18;18;19;19;20;20;21;21;22;22;23;23;24;24;24;25;25;26;26;27;27;28;29;29;30;30;31;31;32;32;33;33;34;34;35;35;36;36;37;37;38;38;39;39;40;40;41;41;42;42;42;43;43;44;44;45;45;46;46;46;47;47;48;48;49;49;50;50;51;51;52;53;53;54;54;55;55;56;56;57;58;59;60;60;60;61;61;62;62;63;63;64;64;65;65;66;66;66;67;67;68;68;69;69;70;70;70;71;71;72;72;73;73;74;74;75;75;76;76;76;77;77;78;78;79;79;80;81;81;82;82;83;83;84;84;85;85;86;86;87;87;88;88;89;89;90;90;91;91;92;92;93;93;94;94;94;95;95;96;96;96;96;97;97;98;98;99;99;100;100;101
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
D#6;B^;G^;A^;C6;Co7;G^;Gm;D^;F^7;D^;G7;G^;A^;D^7;G^7;A^;Bm7;G^7;F#m7;G^7;F#m7;D^7;G^7;C#%7;F#7;Bm7;G^7;F#m7;G^7;F#m7;G^7;G^;D^;G^;A^;D^7;G^7;A^;Bm7;G^7;F#m7;G^7;F#m7;D^7;G^7;C#%7;F#7;Bm7;G^7;F#m7;G^7;F#m7;G^7;G^;D^;A^;F#7;Bm;A^;D^;C#^;F#m;E^;A^;A^;D^;Bm7;Em7;A^;G^7;A^;D^7;G^7;A^;Bm7;G^7;F#m7;G^7;F#m7;D7;G7;C#%7;F#7;Bm7;G^7;F#m7;G^7;F#m7;G^7;G^;D^;G^;A^;G^;G^;Bm7;D7;G^;F#m;G^;F#m;G^7;G^;D^;D#6;B^;G^;A^;C6;Co7;G^;Gm;D^;F^7;D^;G7;G^;A^;D^7;G^7;A^;Bm7;G^7;F#m7;G^7;F#m7;D^7;G^7;C#%7;F#7;Bm7;G^7;F#m7;G^7;F#m7;G^7;G^;D^;G^;A^;D^7;G^7;A^;Bm7;G^7;F#m7;G^7;F#m7;D^7;G^7;C#%7;F#7;Bm7;G^7;F#m7;G^7;F#m7;G^7;G^;D^;A^;F#7;Bm;A^;D^;C#^;F#m;E^;A^;A^;D^;Bm7;Em7;A^;G^7;A^;D^7;G^7;A^;Bm7;G^7;F#m7;G^7;F#m7;D7;G7;C#%7;F#7;Bm7;G^7;F#m7;G^7;F#m7;G^;G^;Bm7;D7;G^;F#m;G^;F#m;G^7;G^;D^
