1;2;3;4;5;6;6;7;8;8;9;10;10;11;12;12;13;14;15;15;16;17;18;19;20;21;22;22;23;24;24;25;26;26;27;28;28;29;30;31;31;32;33;34;35;36;37;38;39;40;41;42;43;43;44;44;44;45;46;47;47;48;49;50;51;52;53;54;55;56;57;58;59;59;60;60;60;61;62;63;63;64
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;1.0;4.0;1.0
Ab^;Bb^;Eb^;Eb7;Ab^;Bb^;G^;Cm;Cm;Eb7;Ab^;Bb^;G^;Cm;F7;F#o7;Eb^;Ab^;Bb7;Eb^;Eb^;Ab^;Bb^;Eb^;Eb7;Ab^;Bb^;G^;Cm;Cm;Eb7;Ab^;Bb^;G^;Cm;F7;F#o7;Eb^;Ab^;Bb7;Eb^;Eb^;Ab^;Fm7;Gm7;Cm7;G7;Ab^;Fsus;F#o7;Eb^;Bbsus;Dm7;G7;Cm;Eb7;Ab^;Eb^;Ab^;Bb7;Eb^;Eb^;Ab^;Fm7;Gm7;Cm7;G7;Ab^;Fsus;F#o7;Eb^;Bbsus;Dm7;G7;Cm;Eb7;Ab^;Eb^;Ab^;Bb7;Eb^;Eb^
