1;2;3;4;5;6;7;8;9;9;10;10;11;11;12;12;13;14;15;15;16;16;17;17;18;18;19;19;20;20;21;22;23;23;24;24;25;26;27;28;29;30;31;32;33;33;34;34;35;35;36;36;37;38;39;39;40;41;41;42;42;43;43;44;44;45;46;47;48
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0
Bb^7;Bb^7;B7;B7;Bb^7;Bb^7;B7;B7;Bb6;Cm7;Dm7;Ebm7;Dm7;G7;Cm7;D7;Gm7;C#o7;Cm7;F7;Bb6;F7;Bb6;Cm7;Dm7;Ebm7;Dm7;G7;Cm7;D7;Gm7;C#o7;Cm7;F7;Bb6;D7;Gm;Gm;A%7;D7;G7;F#7;Cm7;F7;Bb6;Cm7;Dm7;Ebm7;Dm7;G7;Cm7;D7;Gm7;C#o7;Cm7;F7;Bb6;D7;Gm;D7;Gm;Bo7;Cm7;G7;Cm7;F7;F7;Bb6;Bb6
