1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;17;18;18;19;19;20;20;21;21;22;22;23;24
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
Cm7;Dm7;Eb^7;Dm7;Cm7;Dm7;Eb^7;Dm7;Cm7;Cm6;Cm7;Cm6;Fm7;Fm6;Cm7;Cm6;Dm;D#m;Em;Fm;F#m;Fm;Em;Ebm;Dm7;D#o7;C7;Fm;Cm;G7
