1;2;3;4;5;6;7;8;9;10;11;12;13;14;14;15;16;17;18;19;20;21;22;23;23;24;24;25;26;27;28;29;30;31
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Bbm7;Db7;Go7;Gbo7;Bbm7;Bbm7;C7;F7;Bbm7;G7;C7;C7;Cm7;F7;Gb^7;Db^;Ebm7;Db^7;C7;F7;Bbm7;Bb7;Ebm7;Ab7;D7;Db^7;G7;Gb7;C7;F7;Bbm7;Bbm7;Bbm7;Bbm7
