1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;24;25;26;27;27;27;28;28;29;29;30;31;32;33;34;35;36;37;37;38;39;40;40;40;41;41;42;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;58;59;60;61;61;62;62;63;64;65;66;67;68;69;70
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
D^7;Em7;D^7;Em7;D^7;Em7;D^7;Em7;D#^7;Em7;D#^7;Em7;D#^7;Em7;D#^7;Em7;D^7;C^7;D^7;C^7;D^7;Ab7;G^7;C#%7;F#7;Bm7;C^7;Bm7;E7;G^7;Gb7;Ab7;Bb7;Eb7;D^7;C^7;D^7;C^7;D^7;Ab7;G^7;C#%7;F#7;Bm7;C^7;Bm7;E7;G^7;Gb7;Ab7;Bb7;Eb7;D^7;Em7;D^7;Em7;D^7;Em7;D^7;Em7;D^7;C^7;D^7;C^7;D^7;Ab7;G^7;C#%7;F#7;Bm7;C^7;Bm7;E7;Bbm7;Eb7;D^7;Em7;D^7;Em7;D^7;Em7;D^7;Em7
