1;2;3;4;5;5;6;7;7;8;8;9;10;11;12;13;14;14;15;16;16;17;18;19;20;21;21;22;23;24;25;25;26;26;27;28;28;29;29;30;30;31;31;32
1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
C6;C6;E%7;A7;Dm7;Dm7;Dm7;Fm7;Fm7;G7;G7;Am7;E7;E%7;A7;D7;Am7;D7;Ab7;Dm7;G7;C6;C6;E%7;A7;Dm7;Dm7;Dm7;F7;E7;E%7;E%7;A7;A7;Dm7;Fm7;Bb7;Am7;Am7;D7;D7;Dm7;G7;C6
