1;2;3;4;5;5;6;6;7;8;8;9;10;10;11;12;13;14;14;15;16;16;17;18;19;20;21;21;22;22;23;24;24;25;26;26;27;28;28;29;30;30;31;31;32;32;33;33;34;34
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Eb^7;G7;Cm7;F7;Bb7;Fm7;Dbm6;Bb7;Eb6;Bbm7;Eb7;Ab^7;Bb7;Bb7;G7;Cm7;Ab^7;Bb7;Bo7;Cm7;Abm6;Bb7;Eb^7;G7;Cm7;F7;Bb7;Fm7;Dbm6;Bb7;Eb6;Bbm7;Eb7;Ab^7;Bb7;Bb7;G7;Cm7;Abm6;Eb^7;Db7;C7;A%7;Bb7;G%7;C7;Fm7;Bb7;Eb6;Bb7
