1;2;2;3;4;4;5;6;7;8;9;10;10;11;12;13;14;15;16;17;18
1;1;3;1;1;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1
Ebm6;Ebm6;Am;Dbm6;Dbm6;Am;D^7;D^7;Gm^7;Gm^7;Gm6;Eb^7;Bm^7;Ebm6;Ebm6;Dbsus;Esus;B7;Gb7;F#m^7;F#m^7
