1;2;3;4;5;6;7;8;9;10;11;12;13;14;14;15;16;17;18;19;20;21;22;23;24;25;26;26;27;27;28;28;29;30;30;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0
Gm6;Gm6;Gm6;Gm6;Gm6;Gm6;D%7;G7;Cm7;F7;Bb^7;Eb7;E%7;A7;A7;A%7;D7;G^7;G^7;Gm6;Gm6;Gm6;Gm6;D%7;G7;Cm7;Ebm7;Ab7;Bb^7;Eb7;D%7;G7;Cm7;C%7;F7;Bb6;A%7;D7
