1;2;3;4;5;6;7;7;8;8;9;10;11;12;13;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;26;26;27;28;29;30;31;31;32;32;33;34;35;36;37;38
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
F^7;Eb7;F6;G7;Gm7;Gm7;Em7;A7;E%7;A7;Dm7;Eb7;F7;G7;Gm7;Gm7;Em7;A7;E%7;A7;Dm7;A7;Dm7;G7;C6;E7;Am7;A7;Dm7;Cm6;B%7;E7;C#m7;F#m7;Gm7;C7;F^7;E%7;A7;Dm7;G7;Gm7;Gm7;Em7;A7;E%7;A7;Dm7;G7;Gm7;C7;F6;Csus
