1;1;2;3;3;4;4;4;5;6;7;8;8;9;9;10;11;11;12;12;12;13;14;15;15;15;15;16;16;17;18;19;20;21;21;22;22;22;23;24;24;25;25;26;27;27;28;28;28;29;30;31;31;31;31;32
1.0;3.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0
C^7;F#o7;Dm7;G7;G+;C^;B7;Bb7;A7;Dm7;D7;Dm7;G7;C^7;F#o7;Dm7;G7;G+;C^;B7;Bb7;A7;Dm7;D7;G7;Dm7;G7;C^7;C7;F^7;F#o7;C^7;A7;Dm7;G7;C^;G^;Am7;D7;Dm7;G7;C^7;F#o7;Dm7;G7;G+;C^;B7;Bb7;A7;Dm7;D7;G7;Dm7;G7;C^7
