1;2;3;4;5;6;7;7;7;8;8;8;9;9;10;10;10;11;12;12;12;12;13;13;14;14;15;15;16;17;17;18;18;18;19;20;20;20;20;21;21;22;22;23;23;23;24;25;25;26;27;27;28;29;29;29;30;30;31;31;31;31;32;32;32;32;33;33;34;34;34;35;36;36;36;36;37;37;38;38;39;39;39;40;41;41;42;42;43;43;44;44;45;45;46;46;47;47;47;47;48;48;49
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0
A%7;D7;G%7;C7;F%7;Bb7;Ebm7;Ab7;Db7;Gb7;B7;Bb7;Ebm7;Ebm7;Co7;Abm7;Db7;Ebm6;Bm7;E7;Bbm7;Eb7;Abm7;Db7;Ebm7;Ab7;C%7;B7;Bb7;Ebm7;Ebm7;Co7;Abm7;Db7;Ebm6;Bm7;E7;Bbm7;Eb7;Abm7;Db7;Ebm7;Ab7;C%7;B7;Bbsus;Eb6;C%7;B7;Bb7;C%7;B7;Bb7;Abm7;Fm7;Bb7;C%7;F7;Db7;Db7;B7;B7;Abm7;Abm7;Fm7;Bb7;Ebm7;Ebm7;Co7;Abm7;Db7;Ebm6;Bm7;E7;Bbm7;Eb7;Abm7;Db7;Ebm7;Ab7;C%7;B7;Bbsus;Eb6;C%7;F7;C%7;F7;F#m7;B7;F#m7;B7;Bm7;E7;Fm7;Bb7;Eb^;Ab^;Db^;Gb^;Bb7;Bb7;Eb^7
