1;2;3;3;4;4;5;6;7;8;8;9;10;10;11;12;13;14;15;16;17;18;19;19;20;20;21;22;23;24;24;25;26;26;27;28;29;30;31;32;33;33;34;34;35;35;36;36;37;38;38;39;40;41;42;43;43;44;44;45;46;47;48;48;49;50;51;52;53;54;55;56
1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Cm7;F7;Bb^7;Eb7;Dm7;G7;Cm7;F7;Bb^7;Fm7;Bb7;Eb^7;Cm7;F7;Dm7;G7;Cm7;G7;Cm7;F7;Cm7;F7;Bb^7;Eb7;Dm7;G7;Cm7;F7;Bb^7;Fm7;Bb7;Eb^7;Cm7;F7;Dm7;G7;Cm7;F7;Bb6;Bb6;D^7;Bm7;Em7;A7;D^7;Bm7;Em7;A7;F#^7;B^7;A7;D^7;F7;Cm7;F7;Bb^7;Eb7;Dm7;G7;Cm7;F7;Bb^7;Fm7;Bb7;Eb^7;Ab7;Dm7;Dbo7;Cm7;F7;Bb6;Bb6
