1;2;3;3;4;4;5;5;6;6;7;8;9;10;11;12;12;13;13;14;14;15;16;17;18;19;19;20;20;21;21;22;22;23;24;25;26;26;27;28;29;30;31;32
1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
Gm7;C7;F6;Bb7;Am7;D7;Gm7;C7;Gm7;C7;F^7;D7;Gm7;C7;F6;B%7;E7;A^7;F#m7;Bm7;E7;A7;D7;Gm7;C7;F6;Bb7;Am7;D7;Gm7;C7;Gm7;C7;Eb7;D7;Gm7;E%7;A7;Dm7;G7;Gm7;C7;F6;D7
