1;2;3;4;5;5;6;6;7;7;8;8;9;10;11;12;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;21;22;22;23;23;24;24;25;26;27;28;29;29;30;30;31;31;32;32;32;33;34;35;36;36;37;37;38;38;39;39;40;40;41
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;5.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Bb^7;E7;Eb7;D7;D%7;G7;Cm7;C%7;Bb^7;Cm7;Bb6;C%7;Bb^7;E7;Eb7;D7;D%7;G7;Cm7;C%7;Bb^7;Cm7;Dm7;Eb^7;E^7;C#m7;G#m7;Go7;F#m7;B7;Bm7;E7;A^7;E%7;A7;D^7;C#%7;C%7;C%7;Bb^7;E7;Eb7;D7;D%7;G7;Cm7;C%7;Bb^7;Cm7;Bb^7;Eo7;Bb^7;E7;Eb7;D7;D%7;G7;Cm7;C%7;Bb^7;Go7;Bb^7;Go7;Bb^;Go7;Bb^7
