1;2;2;3;4;5;6;7;8;9;9;10;11;11;12;13;14;15;15;16;16;17;18;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32
1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Db^7;Bb^7;Bb7;Eb7;Eb7;A^7;Ab7;Db^7;Db^7;G%7;C7;Fm7;A%7;D7;Gm7;G%7;C7;F^7;E^7;Eb^7;D^7;Db^7;Bb^7;Bb7;Eb7;Eb7;A^7;Ab7;Db7;Db7;Gb^7;C7;F7;Bb7;Eb7;Ab7;Db6;Ebm7;Ab7
