1;1;2;3;3;4;5;5;6;6;7;7;8;8;9;9;10;11;11;12;13;13;14;14;14;14;15;15;16
1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0
Eb6;C7;Fm7;Db7;C7;F7;Fm7;Bb7;D%7;G7;Cm7;F7;B7;Bb7;Eb6;C7;Fm7;Db7;C7;F7;Fm7;Abm6;Eb^;Ab7;Gm7;C7;B7;Bb7;Eb6
