1;2;3;3;4;5;5;6;6;6;6;7;8;9;10;11;11;12;13;13;14;14;14;14;15;16;17;17;18;18;18;19;19;19;19;20;20;21;21;21;21;22;22;22;23;23;23;23;24;24;24;24;25;26;27;27;28;29;29;30;30;30;30;31;32;33;34;35;35;36;37;37;38;38;38;38;39;40;41;42;43;43;44;45;45;46;46;46;46;47;48;49;49;50;50;50;51;51;51;51;52;52;53;53;53;53;54;54;54;55;55;55;55;56;56;56;56;57;58;59;59;60;61;61;62;62;62;62;63;64;64;64;65;65;66;66
1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;5.0;7.0;1.0;3.0;1.0;3.0
Bb7;Eb7;Ab7;Db7;Gb7;Cm7;F7;Bm7;E7;Bbm7;Eb7;Ab7;Gb7;Bb7;Eb7;Ab7;Db7;Gb7;Cm7;F7;Bm7;E7;Bbm7;Eb7;Ab7;Gb7;Abm7;Ab6;Bm7;Bbm7;Eb7;Ab^;Bbm;Cm;Db^;Ebsus;Eb7;Fm7;Cm7;Bbm7;Eb7;Abm;Ab6;Db^;D^;Eb^;Eb7;Gb^;G^;Ab^;A^;Bb^;Bb7;Eb7;Ab7;Db7;Gb7;Cm7;F7;Bm7;E7;Bbm7;Eb7;Ab7;Gb7;Bb7;Eb7;Ab7;Db7;Gb7;Cm7;F7;Bm7;E7;Bbm7;Eb7;Ab7;Gb7;Bb7;Eb7;Ab7;Db7;Gb7;Cm7;F7;Bm7;E7;Bbm7;Eb7;Ab7;Gb7;Abm7;Ab6;Bm7;Bbm7;Eb7;Ab^;Bbm;Cm;Db^;Ebsus;Eb7;Fm7;Cm7;Bbm7;Eb7;Abm;Ab6;Db^;D^;Eb^;Eb7;Gb^;G^;Ab^;A^;Bb^;Bb7;Eb7;Ab7;Db7;Gb7;Cm7;F7;Bm7;E7;Bbm7;Eb7;Ab7;Gb7;Abm6;Ab6;A^;Bb^;B^;C7
