2;3;4;5;6;7;8;9;9;10;11;12;13;14;15;16;17
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
B7;G#m6;Em^7;B^;B7;G#m6;Em^7;B^;B7;E^7;C#7;E^7;G7;B^;G#m7;Em^7;B^
